LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,P stuck,P diffusive,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID2311,2311,44,314.1630859375,19.5942243835219,63.49282324275847,0.0,0.0,0,0.25,1,,8572.426229508197,8601.0,6534.0,10580.0,522918.0,982.825882494222,,,0.09018553419919395,1.4430907209392883
ID2312,2312,45,340.474609375,20.15944239458503,63.555625243987706,0.0,0.0,0,0.25,1,,8771.081967213115,9098.0,5126.0,12011.0,535036.0,1419.6149042971942,,,0.07932439801654709,0.9081705312165888
ID2313,2313,57,114.0390625,37.93240874245907,75.23679747262577,0.0,0.0,0,0.25,1,,4003.1639344262294,4017.0,2907.0,5124.0,244193.0,515.6080611061037,,,0.07439476847504213,1.075207249758721
ID2218,2218,53,347.6156005859375,28.512108558073535,2.8888920565448957,0.0,0.0,0,0.25,1,,1751.8688524590164,1520.0,552.0,4589.0,106864.0,999.4249926067462,,,0.5783049928075256,1.2845392902296418
ID2219,2219,,128.308349609375,38.24641874860525,7.5362401475084235,0.0,0.0,0,0.25,1,,1656.360655737705,1667.0,1171.0,2157.0,101038.0,230.78092301191083,,,0.24136025537719885,2.790955524812156
ID2220,2220,,130.87939453125,23.362344457276112,9.483102185614767,0.0,0.0,0,0.25,1,,1554.8360655737704,1469.0,894.0,2699.0,94845.0,429.75369613798813,,,0.17136120131621577,1.0585628394465945
ID2221,2221,54,140.33740234375,17.270550338040138,10.299528201594846,0.0,0.0,0,0.25,1,,1888.5081967213114,1732.0,1329.0,3430.0,115199.0,464.6763254478261,,,0.154694872739392,1.0889476588540468
ID2222,2222,,116.88232421875,15.135282296246084,10.487934205282556,0.0,0.0,0,0.25,1,,5864.081967213115,5795.0,4231.0,8058.0,357709.0,941.0039726285603,,,0.043118570879741636,0.5151921675206217
ID2223,2223,2,122.81005859375,15.763302308538453,10.739142210199503,0.0,0.0,0,0.25,1,,4733.213114754099,4721.0,3025.0,6358.0,288726.0,746.6670412518577,,,0.05380267437202444,0.6472970692144758
ID2224,2224,48,164.6494140625,13.942044272890584,10.99035021511645,0.0,0.0,0,0.25,1,,8021.213114754099,7921.0,6611.0,9506.0,489294.0,660.2616177131129,,,0.05288207518201414,1.2203453662110206
ID2225,2225,1,271.078125,14.381658281495241,10.99035021511645,0.0,0.0,0,0.25,1,,9126.475409836066,9115.0,6877.0,11294.0,556715.0,978.9375977142666,,,0.08100240315516591,1.3971702164511506
ID2226,2226,,102.0029296875,13.376826261827452,11.053152216345687,0.0,0.0,0,0.25,1,,6543.770491803279,6519.0,5043.0,8164.0,399170.0,741.9169628613574,,,0.02934412848240749,0.5028788585729682
ID2227,2227,,144.34765625,14.8212722900999,11.304360221262636,0.0,0.0,0,0.25,1,,7530.9672131147545,7651.0,5421.0,9401.0,459389.0,972.6391754262064,,,0.03789058741963343,0.5653387567539756
ID2228,2228,,109.49169921875,13.376826261827452,11.555568226179583,0.0,0.0,0,0.25,1,,6269.622950819672,6240.0,4361.0,7744.0,382447.0,749.529900758567,,,0.03664515591689773,0.5913830976021535
ID2229,2229,3,192.44970703125,12.686004248305846,11.61837022740882,0.0,0.0,0,0.25,1,,5136.147540983607,5139.0,3143.0,6682.0,313305.0,884.5065636851914,,,0.09581443732870161,1.0154542509355413
